,10,15,20,35,40,50,60,601,61,101,103,105,107,109,111,113,115,117,119,120,121,123,125,127,129,131,139,141,143,145,147,149,151,153,157,159,161,163,164,166,167,169,171,173,177,179,181,183,184,185,187,189,191,193,195,197,199,201,203,204,205,206,207,208,209,211,213,215,217,219,225,229,231,237,239,241,243,247,249,251,253,255,257,259,261,263,265,267,269,271,273,275,River,Lake,1,2,3,simulation_id
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3600,0.0,0.15432961,0.0,0.0,0.0,0.0,1.1291127,0.0,1.1291127,0.0,0.0,0.20599587,0.20534003,0.0,0.24326342,0.29971427,0.3849779,0.4339952,0.43515274,0.43487087,0.43551958,1.0779103,0.0,0.0,0.0,0.0,0.0,0.15445612,0.15439846,0.33288518,0.33370888,0.33402783,0.33417666,0.0,0.43466806,0.43397984,0.43350148,0.43339556,0.42382088,0.39323455,0.43272775,0.43295085,0.43105134,0.43103853,0.0,0.0,0.0,0.0,0.160382,0.16038772,0.29726982,0.31364787,0.28880563,0.34483057,0.4319579,0.24177387,0.4168651,0.37678933,0.37677398,0.29725155,0.15979865,0.0,0.025945263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43466046,0.43441838,0.43379673,0.43324575,0.43309882,0.37927854,0.43226084,0.38191786,0.15966989,0.051303726,1.13,0.0,0.0,0.0,0.0,0
7200,0.0,0.14399852,0.0,0.0,0.0,0.0,1.129244,0.0,1.129244,0.0,0.0,0.2214221,0.22082473,0.0,0.2978603,0.35497305,0.39726898,0.43856528,0.439474,0.4392539,0.43979156,1.0856043,0.0,0.0,0.0,0.0,0.0,0.14411625,0.14406276,0.3450484,0.34592608,0.34626052,0.34641,0.0,0.43904158,0.4384248,0.43799445,0.4378985,0.43121636,0.40972105,0.43733853,0.43749422,0.43012694,0.4301151,0.0,0.0,0.0,0.0,0.15197462,0.15197964,0.30281213,0.23979057,0.37425148,0.4084221,0.43681872,0.29524288,0.42192668,0.3882245,0.38820902,0.302794,0.15146318,0.0,0.051560145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43908763,0.43889663,0.43840414,0.43800688,0.43762952,0.43653697,0.43710372,0.2524743,0.1512924,0.072845206,1.13,0.0,0.0,0.0,0.0,0
10800,0.0,0.15196756,0.0,0.0031785567,0.0,0.0,1.1291481,0.0,1.1291481,0.0,0.0,0.18748902,0.18693465,0.0,0.23741968,0.2947548,0.38102335,0.43501645,0.43613544,0.43586364,0.43648866,1.0799863,0.0,0.0,0.0,0.0,0.0,0.15209205,0.15203534,0.33516955,0.3360048,0.3363272,0.3364763,0.0,0.43566778,0.43500316,0.4345409,0.43443847,0.4256296,0.3974374,0.433803,0.43400827,0.4335385,0.43352592,0.0,0.0,0.0031786403,0.0,0.15773953,0.15774499,0.293481,0.3084012,0.28554735,0.34258547,0.4330672,0.23601866,0.42011386,0.38080725,0.38079196,0.29346353,0.15718232,0.0,0.030142926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43566054,0.43542674,0.43482757,0.43426535,0.43415147,0.3812982,0.43336797,0.4324754,0.15705153,0.054604422,1.13,0.0,0.0,0.0,0.0,0
14400,0.0,0.15172194,0.0,8.15202e-05,0.0,0.0,1.1291491,0.1668946,1.1291491,0.0,0.0,0.18414009,0.18359725,0.0,0.23377343,0.29106754,0.37967646,0.43485796,0.43598524,0.43571138,0.43633774,1.0800408,0.0,0.0,0.0,0.0,0.0,0.15184626,0.15178962,0.33426115,0.3350951,0.3354171,0.33556625,0.0,0.43552002,0.4348591,0.4343995,0.4342977,0.42536938,0.3968031,0.43366233,0.43387035,0.43340084,0.4333884,0.0,0.0,8.152235e-05,0.0,0.15733013,0.15733552,0.29135025,0.31218645,0.28012952,0.33855364,0.43291155,0.23244151,0.41959193,0.37989846,0.37988344,0.29133308,0.15678057,0.0,0.028541384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43550694,0.43527153,0.43466857,0.4340932,0.43401256,0.3752025,0.4332112,0.43233117,0.15665449,0.053090032,1.13,0.0,0.0,0.0,0.0,0
18000,0.0,0.1581748,0.0,0.03517916,0.0,0.0,1.1289682,0.0,1.1289682,0.0,0.0,0.053304203,0.05311165,0.0,0.1662419,0.21882842,0.33233613,0.4275755,0.42959186,0.429146,0.43000856,1.0694296,0.0,0.0,0.0,0.0,0.0,0.1583048,0.15824535,0.31429958,0.3150665,0.3153678,0.3155144,0.0,0.4290752,0.42834622,0.42784208,0.42773187,0.4110708,0.35876468,0.42573395,0.42612112,0.42579293,0.4257797,0.0,0.0,0.035180047,0.09426097,0.1487378,0.14874342,0.18807028,0.24991676,0.18217094,0.25082293,0.42508197,0.16556342,0.4042129,0.35770646,0.35769218,0.18805861,0.14487068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4288177,0.428438,0.42678583,0.42692065,0.4262712,0.2504036,0.33264634,0.36410236,0.14478342,0.025420228,1.13,0.0,0.0,0.0,0.0,0
21600,0.0,0.058344856,0.0,0.009548057,0.0,0.0,1.129153,0.0,1.129153,0.0,0.0,0.018948337,0.018884731,0.0,0.1023782,0.13584319,0.20681193,0.2710211,0.27226874,0.27199617,0.2725374,1.0802711,0.0,0.0,0.0,0.0,0.0,0.058427174,0.058389697,0.18061456,0.18163258,0.18202005,0.18219233,0.0,0.27194247,0.27148113,0.27116162,0.27109158,0.2623684,0.23478974,0.27005437,0.27025717,0.26962578,0.26961753,0.0,0.0,0.009548294,0.0044784243,0.07086266,0.07086527,0.12090244,0.15838288,0.11453156,0.15900159,0.26958057,0.10195129,0.25460085,0.22500339,0.2249945,0.12089501,0.06896831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27179378,0.27155933,0.27055007,0.2706223,0.2703528,0.15871204,0.19189431,0.19151486,0.06892674,0.0121398475,1.13,0.0,0.0,0.0,0.0,0
25200,0.0,0.10820747,0.0,0.033059992,0.0,0.0,1.1289712,0.0,1.1289712,0.0,0.0,0.09542238,0.09508998,0.0,0.1777092,0.23117727,0.34243098,0.42442125,0.42617875,0.4257858,0.42658812,1.0696083,0.0,0.0,0.0,0.0,0.0,0.108360216,0.108290635,0.2894517,0.29091677,0.29147914,0.29173484,0.0,0.42568052,0.42497692,0.42449,0.42438325,0.40960297,0.3630021,0.42312708,0.4234711,0.42314976,0.42313686,0.0,0.0,0.03306083,0.09119582,0.1574459,0.1574517,0.20604825,0.26490363,0.19715069,0.26590264,0.42214668,0.17695999,0.4038597,0.35881555,0.35880134,0.20603573,0.15685393,0.0,0.0025473314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425496,0.42516148,0.42366812,0.42382446,0.42361718,0.26542702,0.37184185,0.38294873,0.1567561,0.029916817,1.13,0.0,0.0,0.0,0.0,0
28800,0.0,0.0,0.0,0.039547224,0.0,0.0,1.1290082,0.0,1.1290079,0.0,0.0,0.15754212,0.15703352,0.0,0.20205608,0.2567869,0.3603336,0.4229177,0.4239235,0.4239026,0.4253723,1.0717758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42345974,0.42280355,0.42234874,0.4222486,0.41056627,0.37345985,0.4215576,0.4218298,0.42152172,0.4215093,0.0,0.0,0.039548192,0.08087434,0.1756449,0.17565112,0.24811497,0.31332016,0.23011817,0.29573658,0.42053488,0.20113276,0.40587783,0.3641213,0.364107,0.24810039,0.17501143,0.0,0.01558741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42366788,0.42339718,0.4227065,0.4219373,0.42196843,0.31099415,0.42096293,0.41788015,0.17489235,0.044628117,1.13,0.0,0.0,0.0,0.0,0
